66,76,81,96
8,4,-1,-1
80,80,80,72
60,59,54,-1
27,65,15,49
57,57,3,-1
60,60,60,41
47,1,-1,-1
37,37,37,25
8,8,8,27
21,16,79,97
72,79,43,42
20,20,20,20
62,62,49,3
31,31,61,-1
45,45,45,1
36,36,36,55
93,90,25,-1
75,15,50,50
91,14,76,76
85,77,49,-1
94,14,18,-1
16,30,0,-1
52,19,97,-1
31,31,1,1
43,84,30,-1
35,30,46,-1
26,79,-1,-1
26,26,18,88
62,62,62,62
63,63,63,6
37,41,-1,-1
63,63,63,50
1,1,16,16
86,86,46,-1
51,51,84,-1
62,62,58,58
42,42,42,29
33,33,33,83
49,53,97,67
3,3,21,54
56,56,72,83
3,25,25,96
53,53,67,67
14,53,53,19
6,43,-1,-1
42,42,49,77
76,14,49,-1
98,6,6,6
76,81,-1,-1
23,27,68,-1
87,87,53,53
74,83,-1,-1
11,77,-1,-1
46,3,11,58
71,71,76,76
7,7,58,-1
15,53,-1,-1
33,33,33,53
63,63,63,41
18,18,18,90
54,90,90,54
42,6,91,-1
21,61,83,97
91,91,77,42
47,27,27,40
55,36,36,36
99,53,67,-1
80,80,80,80
48,48,48,48
71,11,-1,-1
71,71,71,29
20,42,-1,-1
59,97,97,97
3,40,69,3
82,73,61,-1
54,32,54,75
18,18,18,19
38,38,38,16
51,51,98,-1
95,16,-1,-1
0,29,3,-1
70,91,-1,-1
67,3,-1,-1
37,1,67,-1
96,96,96,70
54,54,15,-1
88,88,88,79
21,21,21,79
83,83,83,6
88,7,-1,-1
7,98,-1,-1
76,76,15,-1
64,46,-1,-1
61,93,81,40
56,58,58,79
68,93,-1,-1
57,54,-1,-1
42,42,21,-1
31,96,-1,-1
32,93,-1,-1
29,29,73,73
96,96,96,96
25,35,88,-1
93,79,-1,-1
80,84,84,84
99,99,99,96
37,96,96,44
25,3,3,3
87,87,46,46
42,15,-1,-1
96,75,61,83
58,25,21,-1
5,15,15,15
77,77,3,3
93,81,59,-1
37,47,55,97
18,18,72,-1
31,31,50,32
71,71,71,35
82,81,41,30
70,73,-1,-1
52,46,-1,-1
44,0,0,0
9,9,9,59
73,73,49,59
9,9,9,9
45,43,27,-1
24,44,-1,-1
96,96,7,-1
11,11,11,11
68,8,91,-1
12,25,-1,-1
50,50,-1,-1
58,58,58,11
19,19,19,30
64,97,-1,-1
4,65,65,30
40,98,-1,-1
91,91,4,-1
33,21,79,-1
42,46,76,-1
8,8,8,81
60,60,25,-1
91,41,42,42
28,28,11,-1
58,58,58,58
89,36,44,15
37,26,67,-1
47,75,-1,-1
37,18,90,-1
81,55,69,33
43,79,-1,-1
36,21,21,54
71,71,71,76
78,6,50,69
76,76,76,58
95,26,-1,-1
60,62,62,18
32,32,42,-1
76,76,-1,-1
22,22,69,68
2,2,84,-1
47,35,90,-1
93,35,-1,-1
85,11,8,19
27,27,27,93
95,95,11,11
53,53,53,53
20,20,53,16
50,50,81,18
93,93,93,93
10,88,-1,-1
67,67,67,67
99,83,-1,-1
76,53,70,-1
92,92,92,96
90,75,75,49
32,32,16,-1
25,0,90,-1
11,11,14,-1
15,73,-1,-1
99,49,49,76
99,65,65,84
43,67,67,30
11,11,29,-1
79,84,84,84
99,76,-1,-1
28,28,28,28
42,75,-1,-1
11,11,11,29
13,29,-1,-1
38,38,38,38
41,91,-1,-1
42,42,97,97
70,4,4,49
85,70,77,77
56,56,15,-1
54,16,59,59
81,4,46,-1
87,61,-1,-1
1,1,44,-1
54,73,73,73
35,35,41,-1
96,96,70,-1
14,97,-1,-1
32,32,42,-1
13,0,-1,-1
48,48,30,-1
26,26,91,-1
19,19,19,19
57,70,-1,-1
92,92,61,-1
46,15,54,54
24,67,67,70
36,36,1,1
45,45,45,45
61,67,67,53
38,36,-1,-1
13,13,13,13
34,34,36,-1
81,15,-1,-1
63,69,-1,-1
75,75,-1,-1
46,46,46,46
97,97,3,3
51,67,-1,-1
68,4,4,15
53,53,53,68
65,59,59,59
5,5,62,81
81,81,81,4
38,38,38,50
9,53,-1,-1
85,85,85,85
3,3,3,11
33,70,70,70
92,11,-1,-1
26,1,-1,-1
54,54,73,0
22,22,22,4
96,21,-1,-1
49,83,83,83
42,42,33,-1
89,19,19,19
11,96,96,25
87,88,67,-1
23,33,-1,-1
67,67,67,67
54,7,-1,-1
44,83,83,1
42,69,-1,-1
84,84,84,84
72,72,72,30
35,73,-1,-1
6,83,21,53
67,67,67,98
5,3,-1,-1
16,70,-1,-1
56,72,-1,-1
13,98,-1,-1
16,54,54,54
66,66,3,3
30,30,30,59
35,35,6,-1
75,26,-1,-1
29,97,41,75
37,18,-1,-1
53,6,6,0
52,59,53,-1
65,4,4,3
91,25,-1,-1
56,70,58,77
6,69,91,40
17,17,17,17
10,25,-1,-1
22,96,-1,-1
36,93,93,19
25,25,27,27
22,62,-1,-1
46,97,97,41
31,31,4,-1
13,13,13,26
5,5,5,5
93,59,-1,-1
69,69,-1,-1
24,18,47,-1
40,72,-1,-1
28,32,50,-1
20,98,-1,-1
89,76,-1,-1
85,1,-1,-1
94,30,-1,-1
70,70,70,70
65,65,65,65
33,88,-1,-1
76,68,-1,-1
58,58,58,15
38,21,21,21
92,16,16,16
89,89,40,-1
19,19,19,-1
25,25,79,-1
7,7,7,42
72,47,16,-1
58,55,75,-1
36,55,76,76
6,72,72,4
47,1,33,88
45,45,45,84
80,59,-1,-1
12,75,-1,-1
62,8,-1,-1
72,72,53,53
20,58,-1,-1
65,65,65,4
27,27,50,50
72,18,-1,-1
98,98,96,-1
68,41,18,18
24,72,46,-1
33,14,-1,-1
52,77,-1,-1
87,87,93,33
12,59,53,-1
16,16,16,16
10,10,68,68
92,50,-1,-1
60,41,-1,-1
60,3,-1,-1
48,6,-1,-1
73,81,-1,-1
12,12,1,88
74,74,41,-1
19,19,15,-1
64,32,-1,-1
89,89,91,-1
53,59,59,59
52,97,-1,-1
98,98,84,-1
36,36,61,-1
4,4,4,83
77,77,30,7
10,8,61,61
80,1,-1,-1
62,81,30,93
78,78,4,4
37,37,65,15
3,40,-1,-1
22,22,30,58
18,18,25,-1
28,28,28,28
48,48,76,26
13,19,-1,-1
94,50,-1,-1
23,23,53,-1
70,70,33,-1
59,18,14,14
80,46,-1,-1
3,3,11,77
63,47,47,69
46,46,46,15
65,65,65,27
22,83,-1,-1
60,54,97,97
49,49,49,49
7,7,7,7
65,65,15,-1
59,59,67,67
85,47,-1,-1
36,36,36,43
20,93,93,93
40,40,40,40
81,47,-1,-1
52,50,-1,-1
70,70,8,8
97,97,97,97
18,81,41,40
24,90,-1,-1
26,26,61,59
47,47,40,-1
27,61,-1,-1
76,8,8,8
16,16,21,-1
14,42,-1,-1
4,15,46,46
87,70,-1,-1
82,82,18,35
27,27,72,32
1,1,1,1
46,46,46,46
99,54,54,29
45,45,45,84
46,46,46,73
77,16,16,49
23,11,-1,-1
53,43,43,79
87,87,98,-1
45,45,45,97
87,87,29,42
64,33,83,-1
40,19,-1,-1
74,74,55,35
30,4,-1,-1
57,29,18,18
85,85,85,85
28,35,-1,-1
56,1,1,1
45,45,91,-1
23,23,23,18
57,57,32,36
95,26,26,18
58,58,84,-1
38,38,38,38
65,65,58,81
15,36,-1,-1
15,61,61,61
40,61,61,61
9,72,72,72
6,6,6,19
31,30,30,67
46,46,46,50
71,71,71,59
77,77,30,-1
64,68,18,18
36,44,-1,-1
88,88,88,3
25,43,43,83
26,72,72,72
57,30,-1,-1
49,84,84,84
36,36,36,91
55,18,-1,-1
66,59,59,41
96,59,59,62
8,67,67,53
47,77,-1,-1
60,81,81,1
32,32,27,-1
76,46,-1,-1
16,16,77,-1
55,55,0,-1
43,25,-1,-1
16,75,18,59
26,62,62,72
40,15,15,69
4,68,-1,-1
32,32,19,19
90,41,-1,-1
92,92,92,18
5,5,69,69
87,6,-1,-1
82,75,14,-1
61,42,-1,-1
31,96,96,16
32,32,67,67
35,35,29,33
95,95,95,30
7,15,-1,-1
62,62,26,30
73,0,-1,-1
31,91,-1,-1
80,80,80,69
31,31,31,31
41,16,16,16
35,55,55,-1
54,49,42,42
49,18,18,18
43,43,4,4
17,11,81,8
88,35,35,35
56,56,29,-1
90,90,90,7
86,86,86,76
84,84,49,49
7,58,-1,-1
47,58,76,79
14,18,-1,-1
22,11,-1,-1
63,96,-1,-1
7,7,7,7
42,97,41,-1
58,58,96,96
52,1,-1,-1
89,55,-1,-1
75,75,70,30
70,6,4,58
73,73,29,96
90,33,69,-1
44,36,-1,-1
58,7,-1,-1
32,32,50,-1
48,6,70,79
5,5,5,21
64,64,64,64
95,46,-1,-1
97,7,7,7
14,72,-1,-1
54,54,54,54
52,52,59,49
92,92,92,92
50,50,50,69
88,96,-1,-1
99,96,96,70
93,93,93,93
93,93,93,93
36,44,44,-1
43,43,84,-1
34,62,-1,-1
77,77,77,88
31,31,58,27
92,92,47,-1
60,70,-1,-1
15,11,11,11
85,47,-1,-1
70,41,-1,-1
12,11,11,44
84,58,72,-1
67,65,65,3
44,6,-1,-1
66,66,55,-1
35,81,81,77
10,10,72,-1
3,3,15,-1
67,67,72,72
72,96,79,96
90,90,90,40
15,15,15,15
45,45,33,-1
38,38,73,49
99,58,-1,-1
34,34,1,-1
37,81,40,-1
59,59,59,59
89,4,43,-1
41,14,-1,-1
28,41,41,77
2,27,-1,-1
63,63,63,25
8,8,26,72
12,3,-1,-1
18,72,-1,-1
17,49,-1,-1
64,11,-1,-1
43,61,-1,-1
93,49,67,-1
28,27,-1,-1
27,27,27,91
68,68,0,-1
64,64,64,21
83,83,91,77
19,19,19,77
78,62,97,-1
20,20,42,-1
52,69,-1,-1
54,54,54,54
77,77,47,-1
86,53,-1,-1
20,54,-1,-1
68,97,97,96
94,1,-1,-1
68,96,25,-1
57,75,75,75
58,58,16,-1
56,75,75,75
11,29,-1,-1
47,53,-1,-1
75,75,75,75
51,67,49,42
97,16,-1,-1
58,8,-1,-1
62,46,46,67
30,30,30,30
82,42,-1,-1
89,89,19,19
54,54,54,6
89,49,-1,-1
62,61,-1,-1
94,3,3,49
85,85,85,97
73,73,73,73
58,58,14,-1
51,88,-1,-1
70,96,96,96
62,26,-1,-1
34,42,42,36
10,10,29,-1
14,77,-1,-1
53,53,53,53
50,68,68,70
21,62,16,-1
95,26,-1,-1
96,15,70,21
74,74,74,74
52,88,-1,-1
56,56,6,36
26,27,65,-1
84,43,-1,-1
41,41,16,-1
2,2,50,50
99,6,68,73
64,64,64,30
5,59,-1,-1
51,8,-1,-1
7,76,76,30
82,82,82,82
43,43,21,21
87,35,-1,-1
60,60,60,60
17,93,-1,-1
96,6,-1,-1
91,81,-1,-1
87,46,62,62
96,96,96,96
12,59,59,59
67,67,67,67
89,89,15,-1
8,8,43,-1
77,27,81,-1
52,59,-1,-1
37,37,49,-1
25,96,-1,-1
58,58,58,30
16,7,83,83
85,85,68,-1
38,91,-1,-1
38,38,30,-1
81,81,40,-1
44,32,-1,-1
28,69,79,8
68,75,75,49
27,42,97,97
5,5,5,68
49,65,43,-1
83,83,83,83
40,16,0,-1
28,62,-1,-1
80,54,-1,-1
39,39,39,81
77,77,29,-1
55,41,-1,-1
83,77,-1,-1
16,16,7,7
3,3,3,40
43,42,61,40
58,58,16,-1
25,91,32,58
43,43,81,83
56,11,3,70
28,90,73,-1
45,33,33,33
19,19,62,62
14,62,62,62
89,7,21,-1
63,1,-1,-1
40,42,42,42
13,13,13,13
65,96,-1,-1
92,40,47,73
34,34,77,11
46,46,46,42
58,15,15,15
71,36,36,54
91,62,-1,-1
33,33,33,4
76,76,76,8
57,42,-1,-1
41,1,1,1
94,94,94,69
65,65,30,-1
87,97,73,35
48,48,11,11
71,18,-1,-1
24,27,27,61
82,82,82,3
16,61,-1,-1
2,84,84,84
35,35,7,7
56,50,-1,-1
83,83,0,-1
35,35,35,35
86,61,42,42
58,58,58,58
6,67,26,61
95,95,67,-1
2,2,2,50
52,14,11,11
16,16,16,16
76,3,-1,-1
76,76,76,76
40,73,-1,-1
74,16,-1,-1
5,5,5,5
23,4,4,4
80,15,15,4
63,65,4,72
49,26,-1,-1
71,71,71,71
35,93,-1,-1
2,2,2,2
63,63,11,-1
73,73,73,73
31,1,-1,-1
23,61,-1,-1
34,34,34,34
13,98,16,-1
65,11,44,72
64,35,93,93
40,40,18,46
98,90,90,41
8,8,8,50
76,76,76,76
92,49,14,70
97,40,-1,-1
40,33,33,1
73,73,69,77
92,40,30,32
58,58,8,16
49,21,-1,-1
95,95,95,16
54,54,54,7
23,23,33,29
68,0,-1,-1
67,67,69,69
45,45,45,45
64,98,18,-1
12,19,-1,-1
32,32,43,-1
88,11,11,11
92,92,16,21
75,35,7,-1
73,42,42,33
47,72,72,72
34,44,44,83
35,35,7,68
25,90,90,90
47,47,35,35
7,7,29,29
69,6,54,-1
40,84,-1,-1
49,84,65,-1
24,14,16,-1
32,47,-1,-1
68,68,68,88
81,81,81,81
8,79,-1,-1
97,97,32,-1
83,83,83,83
68,18,40,-1
83,98,98,98
99,54,-1,-1
89,89,27,-1
35,50,50,27
20,20,20,6
16,49,-1,-1
20,20,69,-1
43,43,8,79
3,8,8,-1
48,48,30,-1
67,98,-1,-1
76,76,96,1
89,91,-1,-1
7,7,7,7
19,19,19,19
99,98,-1,-1
41,30,98,98
7,7,79,96
97,41,42,-1
86,86,30,-1
59,59,59,11
10,54,-1,-1
69,47,25,44
65,15,-1,-1
18,27,-1,-1
36,35,-1,-1
66,59,84,27
78,11,-1,-1
31,50,-1,-1
96,96,16,68
89,89,6,-1
70,4,4,0
73,11,11,50
3,49,-1,-1
10,62,-1,-1
66,66,66,98
41,41,43,81
89,79,79,79
73,73,16,0
79,70,76,-1
58,19,32,-1
95,30,-1,-1
70,7,-1,-1
25,58,58,6
61,83,53,59
1,1,3,-1
57,14,91,-1
71,71,71,50
44,46,46,46
97,36,-1,-1
25,67,67,67
82,29,29,29
16,16,73,73
51,59,43,-1
50,50,79,-1
7,70,-1,-1
55,32,62,14
49,49,1,29
99,49,-1,-1
9,67,-1,-1
65,15,53,-1
69,69,35,35
44,44,96,96
77,77,6,40
62,62,81,41
93,35,-1,-1
8,8,84,84
86,86,83,79
61,50,50,50
85,8,58,76
39,96,96,7
42,42,6,-1
36,98,98,98
16,16,96,0
92,93,-1,-1
43,70,77,47
28,26,-1,-1
74,53,-1,-1
63,63,63,63
38,14,-1,-1
58,62,96,1
28,91,-1,-1
54,54,54,47
93,47,-1,-1
17,17,17,91
7,29,-1,-1
78,33,33,90
26,26,26,49
6,98,98,98
36,8,-1,-1
62,62,62,62
23,4,-1,-1
48,48,36,-1
89,69,69,69
28,73,-1,-1
73,40,-1,-1
34,8,8,69
79,46,3,-1
6,6,6,54
16,16,16,-1
85,27,-1,-1
31,27,-1,-1
16,16,-1,-1
56,56,56,56
82,82,82,82
25,25,18,-1
80,79,-1,-1
25,43,-1,-1
78,78,78,78
19,19,19,70
19,49,49,49
50,50,49,-1
54,54,54,54
68,41,-1,-1
94,94,94,94
18,18,18,18
41,35,35,35
11,11,50,7
19,19,19,19
48,48,48,54
33,21,21,79
91,40,40,40
99,73,58,70
87,6,-1,-1
80,79,3,49
3,3,3,3
74,35,25,73
27,30,30,30
13,73,-1,-1
95,95,19,19
21,21,21,11
98,30,-1,-1
22,42,40,-1
39,67,97,97
46,4,8,-1
42,42,42,61
13,19,62,-1
4,91,-1,-1
25,47,47,-1
74,16,-1,-1
17,67,55,-1
10,10,83,83
73,73,1,1
48,48,58,41
51,51,51,51
39,39,76,72
57,57,57,57
23,23,83,50
57,57,7,-1
17,17,90,90
93,77,67,73
27,27,59,11
8,8,8,8
0,6,27,27
77,29,-1,-1
95,59,-1,-1
6,6,75,41
77,42,42,42
96,98,91,-1
22,22,76,-1
84,84,0,-1
1,79,-1,-1
72,72,8,55
15,15,3,3
2,61,68,-1
57,57,57,16
50,50,32,-1
76,76,83,-1
91,65,65,65
25,14,70,-1
17,17,17,70
6,6,83,-1
12,12,12,65
40,40,40,73
18,49,-1,-1
59,59,97,97
26,18,67,-1
26,26,26,72
49,40,-1,-1
46,42,-1,-1
58,58,58,62
8,8,8,50
65,59,-1,-1
65,4,-1,-1
94,94,43,15
16,16,16,83
34,67,-1,-1
15,15,44,-1
86,41,-1,-1
83,83,83,73
47,47,47,47
89,32,-1,-1
49,75,14,-1
43,43,43,43
84,84,27,-1
43,4,18,18
24,24,6,6
51,84,84,84
77,49,-1,-1
36,21,-1,-1
83,83,-1,-1
5,5,5,5
48,48,36,-1
88,76,83,-1
48,47,-1,-1
66,66,35,68
73,70,-1,-1
4,4,91,-1
49,42,40,40
82,82,3,42
9,9,0,0
44,44,96,-1
78,67,-1,-1
9,59,59,59
31,31,31,31
42,42,11,-1
72,72,67,53
24,3,-1,-1
21,33,33,33
58,46,-1,-1
87,62,62,54
29,29,29,90
64,36,83,83
1,1,1,1
16,16,0,21
20,98,15,-1
3,3,25,-1
69,6,-1,-1
46,46,59,-1
2,2,2,2
20,20,93,91
64,53,-1,-1
84,84,55,-1
42,40,-1,-1
62,62,62,59
59,91,68,-1
39,39,1,1
62,97,-1,-1
80,80,19,-1
52,52,59,42
68,0,-1,-1
29,11,11,93
98,36,36,27
92,92,3,-1
23,23,84,8
20,20,16,-1
34,34,34,75
89,89,43,65
82,82,3,-1
50,6,27,-1
76,84,90,83
11,11,11,11
21,58,58,49
59,59,30,21
29,29,43,32
88,15,-1,-1
40,72,72,72
47,47,47,41
89,89,26,-1
23,40,-1,-1
54,54,54,54
60,59,21,21
53,3,-1,-1
65,16,-1,-1
65,65,65,65
22,0,-1,-1
90,90,-1,-1
61,61,61,61
90,90,18,-1
24,19,-1,-1
91,91,36,-1
67,67,25,25
55,55,0,6
33,72,-1,-1
26,26,75,18
4,4,72,72
91,11,11,6
77,1,73,-1
66,66,67,67
3,35,-1,-1
14,14,73,73
40,40,1,-1
26,26,8,14
67,67,67,0
68,0,67,30
9,79,-1,-1
93,35,-1,-1
3,3,29,29
3,81,-1,-1
79,29,7,7
13,40,35,7
55,55,67,67
0,0,0,68
68,65,65,65
21,21,54,-1
4,4,4,4
19,91,79,-1
98,98,73,-1
0,68,50,50
77,90,-1,-1
0,83,32,-1
15,72,-1,-1
45,35,35,35
32,32,58,72
70,70,98,98
57,41,4,-1
36,36,36,75
58,58,0,0
99,99,16,-1
23,23,40,40
23,59,59,7
27,27,19,19
54,54,40,0
8,29,1,-1
17,17,17,17
21,21,21,21
23,23,23,23
57,16,16,16
47,6,27,-1
57,57,35,35
72,14,-1,-1
1,41,91,91
74,41,41,50
15,76,76,27
6,90,35,-1
32,3,3,3
53,72,93,-1
39,39,39,39
4,4,4,8
98,0,68,19
93,29,11,11
19,81,32,-1
82,82,76,-1
78,78,96,-1
49,54,-1,-1
41,41,90,-1
88,79,-1,-1
76,14,44,-1
16,58,7,7
81,81,77,11
61,50,30,84
57,57,75,-1
64,30,8,49
75,70,-1,-1
0,53,68,-1
9,9,96,50
14,14,14,83
81,44,54,54
26,6,27,27
64,64,27,55
49,4,4,79
62,62,84,65
40,35,54,-1
93,90,-1,-1
60,60,68,75
31,6,-1,-1
98,96,-1,-1
46,46,6,-1
73,73,42,42
63,67,-1,-1
10,7,88,72
2,61,-1,-1
40,40,-1,-1
45,59,-1,-1
99,76,-1,-1
